City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
345,mahina,-17.5065,-149.489,27.87,74,75,2.06,PF,2024-06-07
346,vershino-darasunskiy,52.35,115.5167,7.34,91,100,3.14,RU,2024-06-07
347,gadzhiyevo,69.2551,33.3362,8.41,62,96,6.56,RU,2024-06-07
348,guerrero negro,27.9769,-114.0611,17.6,82,43,7.93,MX,2024-06-07
349,huangshan,29.7114,118.3125,24.85,77,64,0.38,CN,2024-06-07
350,bonthe,7.5264,-12.505,26.35,84,100,2.3,SL,2024-06-07
351,kamakwie,9.5,-12.2333,24.52,97,100,1.34,SL,2024-06-07
352,bafoulabe,13.8065,-10.8321,33.48,27,3,1.5,ML,2024-06-07
353,west bay,19.3667,-81.4167,27.04,93,20,3.09,KY,2024-06-07
354,zuni pueblo,35.0725,-108.8506,26.35,24,100,9.75,US,2024-06-07
355,cranbrook,49.4999,-115.7688,22.91,18,20,3.6,CA,2024-06-07
356,taber,49.8167,-112.1518,19.0,30,45,2.57,CA,2024-06-07
357,benguela,-12.5763,13.4055,20.57,86,32,1.45,AO,2024-06-07
358,medina,24.4686,39.6142,32.24,9,0,2.57,SA,2024-06-07
359,rio gallegos,-51.6226,-69.2181,2.03,93,20,2.06,AR,2024-06-07
360,hami,42.8,93.45,29.22,10,5,2.5,CN,2024-06-07
361,tazovsky,67.4667,78.7,2.65,87,84,5.44,RU,2024-06-07
362,gdov,58.7406,27.8122,11.8,78,100,2.54,RU,2024-06-07
363,navasota,30.388,-96.0877,31.17,76,0,2.41,US,2024-06-07
364,happy valley-goose bay,53.3168,-60.3315,13.17,88,20,2.06,CA,2024-06-07
365,awjilah,29.1081,21.2869,21.34,63,0,6.12,LY,2024-06-07
366,ouesso,1.6136,16.0517,21.86,96,100,0.35,CG,2024-06-07
367,camapua,-19.5314,-54.0439,21.1,48,0,2.59,BR,2024-06-07
368,oltinko'l,40.8011,72.1634,25.35,28,4,2.95,UZ,2024-06-07
369,san julian,21.0167,-102.1667,22.81,40,98,7.64,MX,2024-06-07
370,qamdo,31.1667,97.2333,13.05,43,30,0.76,CN,2024-06-07
371,el rama,12.1596,-84.2195,25.39,94,100,1.56,NI,2024-06-07
372,ati,13.2154,18.3353,30.36,44,60,5.45,TD,2024-06-07
373,mizan teferi,6.9833,35.5833,17.01,96,99,1.28,ET,2024-06-07
374,khandyga,62.6667,135.6,21.17,43,6,1.32,RU,2024-06-07
375,hilo,19.7297,-155.09,27.85,79,100,4.63,US,2024-06-07
376,kabalo,-6.05,26.9167,19.16,35,0,2.02,CD,2024-06-07
377,langepas,61.2544,75.2124,11.74,74,100,2.12,RU,2024-06-07
378,syumsi,57.1111,51.6149,14.03,85,41,2.3,RU,2024-06-07
379,udachny,66.4167,112.4,15.25,50,100,4.1,RU,2024-06-07
380,hengshui,37.7322,115.7011,29.31,35,100,2.92,CN,2024-06-07
381,wagar,16.1525,36.2032,34.64,21,0,2.84,SD,2024-06-07
382,oodweyne,9.4092,45.064,23.65,58,29,8.16,SO,2024-06-07
383,masterton,-40.9597,175.6575,14.38,62,23,1.47,NZ,2024-06-07
384,soio,-6.1349,12.3689,22.03,90,100,3.76,AO,2024-06-07
385,darwin,-12.4611,130.8418,24.47,34,0,5.66,AU,2024-06-07
386,aitape,-3.1374,142.3475,29.81,68,74,2.37,PG,2024-06-07
387,kilju,40.9642,129.3278,17.16,89,100,0.46,KP,2024-06-07
388,mandalgovi,45.7625,106.2708,22.01,25,6,4.3,MN,2024-06-07
389,playas,-2.6333,-80.3833,23.01,86,89,5.81,EC,2024-06-07
390,phumi veal sre,10.9808,104.7783,32.02,58,100,4.83,KH,2024-06-07
391,ligatne,57.2343,25.0406,9.58,96,100,1.23,LV,2024-06-07
392,mogadishu,2.0371,45.3438,26.07,86,100,8.41,SO,2024-06-07
393,bhamo,24.2667,97.2333,24.42,98,100,0.64,MM,2024-06-07
394,yangquan,37.8575,113.5633,27.04,29,100,4.39,CN,2024-06-07
395,wotje,9.4543,170.2367,28.46,78,26,4.0,MH,2024-06-07
396,tukrah,32.5341,20.5791,21.26,90,0,1.6,LY,2024-06-07
397,pleiku,13.9833,108.0,27.34,66,100,2.57,VN,2024-06-07
398,posse,-14.0931,-46.3694,19.97,59,0,3.36,BR,2024-06-07
399,gwanda,-20.9333,29.0,11.16,67,0,5.85,ZW,2024-06-07
400,mana,5.6592,-53.7767,26.0,88,100,3.41,GF,2024-06-07
401,forster,-32.1667,152.5167,19.6,57,2,3.87,AU,2024-06-07
402,hue,16.4667,107.6,31.06,74,40,1.03,VN,2024-06-07
403,kalemie,-5.9475,29.1947,20.11,58,4,0.7,CD,2024-06-07
404,hola,51.5377,23.1902,14.1,96,61,2.87,PL,2024-06-07
405,barra do corda,-5.5,-45.25,25.85,66,92,0.45,BR,2024-06-07
406,tual,-5.6667,132.75,26.69,80,91,9.96,ID,2024-06-07
407,fuxin,42.0156,121.6589,23.38,56,20,4.61,CN,2024-06-07
408,quelimane,-17.8786,36.8883,21.97,94,40,1.14,MZ,2024-06-07
409,abadeh,31.1608,52.6506,13.95,35,0,2.06,IR,2024-06-07
410,kidal,18.4411,1.4078,33.49,26,0,8.21,ML,2024-06-07
411,conception bay south,47.4999,-52.9981,8.84,95,72,1.96,CA,2024-06-07
412,gaigeturi,33.4644,126.3183,20.03,94,100,2.57,KR,2024-06-07
413,kiffa,16.6166,-11.4045,33.82,25,62,2.84,MR,2024-06-07
414,amurzet,47.6967,131.0981,21.98,57,100,9.07,RU,2024-06-07
415,leava,-14.3,-178.1667,27.75,68,80,6.47,WF,2024-06-07
416,vorkuta,67.5,64.0,-1.05,93,100,0.89,RU,2024-06-07
417,chandler,33.3062,-111.8412,41.04,11,0,6.17,US,2024-06-07
418,longboat key,27.4125,-82.659,29.49,57,0,3.09,US,2024-06-07
419,port lincoln,-34.7333,135.8667,14.22,73,100,4.33,AU,2024-06-07
420,palu,-0.8917,119.8707,29.8,80,83,0.71,ID,2024-06-07
421,mili,6.0815,171.735,28.87,73,37,4.87,MH,2024-06-07
422,badger,64.8,-147.5333,21.66,30,40,1.54,US,2024-06-07
423,kavaratti,10.5669,72.642,27.31,83,100,7.12,IN,2024-06-07
424,plastun,44.7561,136.2939,20.94,50,100,3.58,RU,2024-06-07
425,mossendjo,-2.9506,12.7261,18.75,91,74,0.71,CG,2024-06-07
426,selfoss,63.9331,-20.9971,6.03,69,73,3.84,IS,2024-06-07
427,les avirons,-21.2418,55.3394,18.05,64,0,4.12,RE,2024-06-07
428,vainode,56.4333,21.8667,12.99,97,100,2.49,LV,2024-06-07
429,laojunmiao,39.8333,97.7333,19.84,23,90,2.37,CN,2024-06-07
430,praia da vitoria,38.7333,-27.0667,18.75,88,20,3.46,PT,2024-06-07
431,ljusdal,61.8288,16.0913,5.72,87,25,1.18,SE,2024-06-07
432,okhotsk,59.3833,143.3,3.81,93,100,2.11,RU,2024-06-07
433,port augusta,-32.5,137.7667,14.46,63,100,1.16,AU,2024-06-07
434,zomba,-15.386,35.3188,15.58,52,0,0.77,MW,2024-06-07
435,gaiman,-43.2897,-65.4929,11.48,58,100,2.8,AR,2024-06-07
436,matadi,-5.8167,13.45,20.23,94,69,1.37,CD,2024-06-07
437,siwa oasis,29.2041,25.5195,26.92,52,0,4.31,EG,2024-06-07
438,lefka,35.1106,32.8506,24.49,38,0,1.87,CY,2024-06-07
439,crane,31.3974,-102.3501,33.07,26,0,9.34,US,2024-06-07
440,susanville,40.4163,-120.653,29.34,20,5,2.24,US,2024-06-07
441,tolanaro,-25.0319,46.9987,18.04,100,20,0.0,MG,2024-06-07
442,fort bragg,35.139,-79.006,25.75,68,0,0.0,US,2024-06-07
443,yaren,-0.5472,166.916,29.19,67,83,2.88,NR,2024-06-07
444,cestos city,5.46,-9.5828,25.67,88,93,3.15,LR,2024-06-07
445,santa luzia,-19.7697,-43.8514,19.5,74,0,2.57,BR,2024-06-07
446,chingirlau,51.095,54.0814,19.22,86,49,3.15,KZ,2024-06-07
447,inhambane,-23.865,35.3833,21.78,63,42,9.45,MZ,2024-06-07
448,pirallahi,40.4723,50.333,23.08,87,11,8.04,AZ,2024-06-07
449,ciudad madero,22.2667,-97.8333,29.11,84,40,2.57,MX,2024-06-07
450,bel ombre,-4.6167,55.4167,27.91,78,20,3.09,SC,2024-06-07
451,jasper,37.2001,-94.3502,27.23,62,0,4.12,US,2024-06-07
452,tidjikja,18.5564,-11.4271,35.37,21,62,5.28,MR,2024-06-07
453,hualien city,23.9769,121.6044,28.57,87,52,2.46,TW,2024-06-07
454,bulgan,48.8125,103.5347,20.97,40,23,2.04,MN,2024-06-07
455,newman,37.3138,-121.0208,32.13,41,60,1.79,US,2024-06-07
456,luwuk,-0.9516,122.7875,26.75,79,85,2.64,ID,2024-06-07
457,portstewart,55.1813,-6.714,9.84,79,100,8.31,GB,2024-06-07
458,nantucket,41.2835,-70.0995,17.06,99,100,3.6,US,2024-06-07
459,gaoual,11.75,-13.2,26.31,80,20,2.03,GN,2024-06-07
460,nova olimpia,-14.7972,-57.2881,22.35,44,0,1.59,BR,2024-06-07
461,castillos,-34.1667,-53.8333,13.29,94,93,1.48,UY,2024-06-07
462,ta`u,-14.2336,-169.5144,27.46,67,21,7.34,AS,2024-06-07
463,pacific grove,36.6177,-121.9166,17.42,87,75,5.14,US,2024-06-07
464,vilhena,-12.7406,-60.1458,20.34,59,0,1.77,BR,2024-06-07
465,piracicaba,-22.7253,-47.6492,16.84,62,0,1.13,BR,2024-06-07
466,ujae,8.9322,165.7642,28.36,82,100,6.81,MH,2024-06-07
467,ivdel',60.6911,60.4206,11.13,98,14,1.79,RU,2024-06-07
468,maragogi,-9.0122,-35.2225,23.91,90,100,0.21,BR,2024-06-07
469,phetchabun,16.25,101.0833,29.15,79,86,1.85,TH,2024-06-07
470,new norfolk,-42.7826,147.0587,9.95,62,33,0.96,AU,2024-06-07
471,waingapu,-9.6567,120.2641,28.51,67,31,6.47,ID,2024-06-07
472,katabu,-4.9333,122.5167,29.1,71,47,3.32,ID,2024-06-07
473,alice springs,-23.7,133.8833,14.75,55,0,3.6,AU,2024-06-07
474,nogliki,51.8333,143.1667,11.3,93,100,3.58,RU,2024-06-07
475,magadan,59.5667,150.8,4.74,97,100,1.2,RU,2024-06-07
476,cidreira,-30.1811,-50.2056,17.28,90,7,2.45,BR,2024-06-07
477,yavas,54.4159,42.8491,14.51,98,56,3.13,RU,2024-06-07
478,zaraysk,54.7653,38.8836,17.95,87,100,4.07,RU,2024-06-07
479,bonanza,14.0289,-84.591,23.84,95,100,1.45,NI,2024-06-07
480,swift current,50.2834,-107.8014,18.45,22,0,9.26,CA,2024-06-07
481,vuktyl,63.8567,57.3094,11.73,73,7,0.89,RU,2024-06-07
482,naze,28.3667,129.4833,22.51,95,100,6.38,JP,2024-06-07
483,bandon,51.7469,-8.7425,10.77,92,45,2.28,IE,2024-06-07
484,guichon,-32.35,-57.2,18.55,95,74,2.7,UY,2024-06-07
485,colonia,50.9333,6.95,12.12,85,0,0.51,DE,2024-06-07
486,carnarvon,-24.8667,113.6333,24.35,65,30,6.98,AU,2024-06-07
487,pasni,25.2631,63.471,28.3,88,8,5.34,PK,2024-06-07
488,saint-francois,46.4154,3.9054,16.69,88,0,1.03,FR,2024-06-07
489,pitimbu,-7.4706,-34.8086,24.33,86,100,3.36,BR,2024-06-07
490,kanniyakumari,8.0833,77.5667,27.29,82,100,6.23,IN,2024-06-07
491,franceville,-1.6333,13.5836,22.54,84,100,1.03,GA,2024-06-07
492,al kharijah,25.4514,30.5464,29.42,21,0,4.01,EG,2024-06-07
493,macapa,0.0389,-51.0664,26.99,89,75,1.03,BR,2024-06-07
494,borogontsy,62.6683,131.1683,25.08,29,0,2.21,RU,2024-06-07
495,khalkhal,37.6189,48.5258,14.33,50,54,3.39,IR,2024-06-07
496,westport,41.1415,-73.3579,20.9,70,75,6.17,US,2024-06-07
497,santiago de cao,-7.9589,-79.2392,16.07,100,100,4.12,PE,2024-06-07
498,zheleznodorozhnyy,55.7503,38.0042,15.75,70,100,5.36,RU,2024-06-07
499,dededo village,13.5178,144.8391,30.9,65,40,7.2,GU,2024-06-07
500,chernyshevsk,52.5243,117.0174,8.85,79,100,4.55,RU,2024-06-07
501,bogande,12.9714,-0.1436,29.73,57,65,3.93,BF,2024-06-07
502,raja,8.4596,25.678,22.62,89,100,0.22,SS,2024-06-07
503,pillaro,-1.1667,-78.5333,11.19,97,100,1.92,EC,2024-06-07
504,portage la prairie,49.9728,-98.2926,16.73,78,43,3.24,CA,2024-06-07
505,dul'durga,50.6761,113.5931,17.59,33,1,6.92,RU,2024-06-07
506,ouadda,8.0777,22.4007,19.55,96,100,3.24,CF,2024-06-07
507,tupiza,-21.45,-65.7167,11.84,13,12,2.67,BO,2024-06-07
508,sirte,31.2089,16.5887,21.68,66,0,1.25,LY,2024-06-07
509,the pas,53.8251,-101.2541,9.01,76,75,5.14,CA,2024-06-07
510,lae,-6.7221,146.9847,32.37,70,19,3.42,PG,2024-06-07
511,cuito,-12.3833,16.9333,13.3,51,1,1.53,AO,2024-06-07
512,ambalavao,-21.8333,46.9333,12.63,92,0,0.58,MG,2024-06-07
513,weno,7.4515,151.8468,31.97,84,75,3.6,FM,2024-06-07
514,fale old settlement,-9.3852,-171.2468,29.32,72,13,2.31,TK,2024-06-07
515,oranjemund,-28.55,16.4333,14.83,55,0,4.43,NA,2024-06-07
516,saint-philippe,-21.3585,55.7679,19.77,83,37,3.48,RE,2024-06-07
517,bintulu,3.1667,113.0333,29.23,79,20,2.06,MY,2024-06-07
518,la passe,45.5549,-0.8967,18.13,84,100,3.7,FR,2024-06-07
519,itoman,26.1247,127.6694,29.01,82,75,8.23,JP,2024-06-07
520,undurkhaan,47.3194,110.6556,20.1,33,22,5.27,MN,2024-06-07
521,zaysan,47.4667,84.8667,26.66,35,45,4.23,KZ,2024-06-07
522,la foa,-21.7108,165.8276,27.36,49,29,5.15,NC,2024-06-07
523,sinop,41.7711,34.8709,16.51,62,100,1.25,TR,2024-06-07
524,kudahuvadhoo,2.6708,72.8944,28.5,75,99,5.66,MV,2024-06-07
525,decorah,43.3033,-91.7857,18.51,52,0,0.0,US,2024-06-07
526,dawei,14.0833,98.2,27.55,83,100,2.81,MM,2024-06-07
527,tanah rata,4.475,101.3704,19.78,93,100,0.42,MY,2024-06-07
528,sao jose da coroa grande,-8.8978,-35.1478,24.46,89,99,0.91,BR,2024-06-07
529,nouadhibou,20.931,-17.0347,20.99,83,0,7.2,MR,2024-06-07
530,remire-montjoly,4.9167,-52.2667,25.02,100,75,1.03,GF,2024-06-07
531,beas de segura,38.2524,-2.8888,17.59,92,100,2.5,ES,2024-06-07
532,isla del bosque,22.7333,-105.85,26.03,76,46,2.71,MX,2024-06-07
533,at taj,24.2049,23.2857,26.97,28,0,4.69,LY,2024-06-07
534,ayorou,14.7308,0.9174,33.68,38,99,4.28,NE,2024-06-07
535,mollendo,-17.0231,-72.0147,16.49,87,1,3.28,PE,2024-06-07
536,igrim,63.1906,64.4162,12.74,53,3,1.88,RU,2024-06-07
537,ciudad sandino,12.1589,-86.3442,25.7,94,40,0.0,NI,2024-06-07
538,dzhubga,44.3211,38.7039,18.47,65,0,3.96,RU,2024-06-07
539,belmonte,-15.8631,-38.8828,22.95,86,18,2.62,BR,2024-06-07
540,collie,-33.3667,116.15,12.64,96,100,1.8,AU,2024-06-07
541,bardai,11.65,7.2333,25.34,70,100,2.76,NG,2024-06-07
542,juegang,32.3174,121.1855,26.37,59,41,2.63,CN,2024-06-07
543,kalifornsky,60.4183,-151.29,15.22,48,20,5.14,US,2024-06-07
544,koh kong,11.6175,102.9806,30.1,69,100,4.62,KH,2024-06-07
545,suva,-18.1416,178.4415,24.71,88,75,3.09,FJ,2024-06-07
546,sotouboua,8.5667,0.9833,22.56,86,100,1.09,TG,2024-06-07
547,turkmenbasy,40.0222,52.9552,18.43,77,40,0.0,TM,2024-06-07
548,chonchi,-42.6128,-73.8092,12.56,98,100,0.8,CL,2024-06-07
549,maceio,-9.6658,-35.7353,23.69,94,75,1.54,BR,2024-06-07
550,kui buri,12.0828,99.8543,31.66,62,99,3.72,TH,2024-06-07
551,puerto san jose,13.9256,-90.8244,26.88,85,100,2.25,GT,2024-06-07
552,ajdabiya,30.7554,20.2263,21.25,79,0,5.36,LY,2024-06-07
553,makokou,0.5738,12.8642,21.2,99,66,1.17,GA,2024-06-07
554,port moresby,-9.4431,147.1797,29.68,70,40,5.14,PG,2024-06-07
555,umm kaddadah,13.6017,26.6876,27.29,55,52,4.77,SD,2024-06-07
556,kotri,25.366,68.3122,29.32,74,0,9.39,PK,2024-06-07
557,gore,-46.1028,168.9436,12.96,75,27,0.72,NZ,2024-06-07
558,makoua,0.0069,15.6333,22.91,97,95,0.94,CG,2024-06-07
559,juneau,58.3019,-134.4197,18.0,100,20,4.63,US,2024-06-07
560,richards bay,-28.783,32.0377,18.89,55,100,7.26,ZA,2024-06-07
561,kangasala,61.4638,24.076,6.75,100,100,1.55,FI,2024-06-07
562,mabini,15.6,120.9833,28.71,75,100,1.87,PH,2024-06-07
563,acapulco de juarez,16.8634,-99.8901,27.9,78,75,2.57,MX,2024-06-07
564,vila franca do campo,37.7167,-25.4333,18.27,99,98,0.43,PT,2024-06-07
